Country or Area,Year,Area,Sex,Age,Record Type,Source Year,Value,Deaths
Hungary,1970,Rural,Female,0,Census - de facto - complete tabulation,1973,40544.0,1250.0
Hungary,1970,Rural,Female,1 - 4,Census - de facto - complete tabulation,1973,157065.0,166.0
Hungary,1970,Rural,Female,10 - 14,Census - de facto - complete tabulation,1973,246621.0,69.0
Hungary,1970,Rural,Female,15 - 19,Census - de facto - complete tabulation,1973,242250.0,110.0
Hungary,1970,Rural,Female,20 - 24,Census - de facto - complete tabulation,1973,185899.0,107.0
Hungary,1970,Rural,Female,25 - 29,Census - de facto - complete tabulation,1973,182105.0,122.0
Hungary,1970,Rural,Female,30 - 34,Census - de facto - complete tabulation,1973,181513.0,162.0
Hungary,1970,Rural,Female,35 - 39,Census - de facto - complete tabulation,1973,193688.0,296.0
Hungary,1970,Rural,Female,40 - 44,Census - de facto - complete tabulation,1973,200070.0,439.0
Hungary,1970,Rural,Female,45 - 49,Census - de facto - complete tabulation,1973,205047.0,767.0
Hungary,1970,Rural,Female,5 - 9,Census - de facto - complete tabulation,1973,195675.0,69.0
Hungary,1970,Rural,Female,50 - 54,Census - de facto - complete tabulation,1973,116394.0,684.0
Hungary,1970,Rural,Female,55 - 59,Census - de facto - complete tabulation,1973,189038.0,1487.0
Hungary,1970,Rural,Female,60 - 64,Census - de facto - complete tabulation,1973,167841.0,2322.0
Hungary,1970,Rural,Female,65 - 69,Census - de facto - complete tabulation,1973,141831.0,3528.0
Hungary,1970,Rural,Female,70 - 74,Census - de facto - complete tabulation,1973,106966.0,5009.0
Hungary,1970,Rural,Female,75 - 79,Census - de facto - complete tabulation,1973,65768.0,5587.0
Hungary,1970,Rural,Female,80 +,Census - de facto - complete tabulation,1973,50940.0,9017.0
Hungary,1970,Rural,Male,0,Census - de facto - complete tabulation,1973,43141.0,1768.0
Hungary,1970,Rural,Male,1 - 4,Census - de facto - complete tabulation,1973,166462.0,220.0
Hungary,1970,Rural,Male,10 - 14,Census - de facto - complete tabulation,1973,261310.0,113.0
Hungary,1970,Rural,Male,15 - 19,Census - de facto - complete tabulation,1973,261445.0,329.0
Hungary,1970,Rural,Male,20 - 24,Census - de facto - complete tabulation,1973,207654.0,370.0
Hungary,1970,Rural,Male,25 - 29,Census - de facto - complete tabulation,1973,190552.0,380.0
Hungary,1970,Rural,Male,30 - 34,Census - de facto - complete tabulation,1973,175522.0,409.0
Hungary,1970,Rural,Male,35 - 39,Census - de facto - complete tabulation,1973,187932.0,618.0
Hungary,1970,Rural,Male,40 - 44,Census - de facto - complete tabulation,1973,192330.0,826.0
Hungary,1970,Rural,Male,45 - 49,Census - de facto - complete tabulation,1973,188629.0,1247.0
Hungary,1970,Rural,Male,5 - 9,Census - de facto - complete tabulation,1973,207023.0,100.0
Hungary,1970,Rural,Male,50 - 54,Census - de facto - complete tabulation,1973,102850.0,1011.0
Hungary,1970,Rural,Male,55 - 59,Census - de facto - complete tabulation,1973,164860.0,2426.0
Hungary,1970,Rural,Male,60 - 64,Census - de facto - complete tabulation,1973,149053.0,3850.0
Hungary,1970,Rural,Male,65 - 69,Census - de facto - complete tabulation,1973,123648.0,5102.0
Hungary,1970,Rural,Male,70 - 74,Census - de facto - complete tabulation,1973,84311.0,5596.0
Hungary,1970,Rural,Male,75 - 79,Census - de facto - complete tabulation,1973,46136.0,4965.0
Hungary,1970,Rural,Male,80 +,Census - de facto - complete tabulation,1973,33135.0,6427.0
Hungary,1970,Urban,Female,0,Census - de facto - complete tabulation,1973,31822.0,1051.0
Hungary,1970,Urban,Female,1 - 4,Census - de facto - complete tabulation,1973,111194.0,91.0
Hungary,1970,Urban,Female,10 - 14,Census - de facto - complete tabulation,1973,154271.0,35.0
Hungary,1970,Urban,Female,15 - 19,Census - de facto - complete tabulation,1973,205260.0,77.0
Hungary,1970,Urban,Female,20 - 24,Census - de facto - complete tabulation,1973,197429.0,102.0
Hungary,1970,Urban,Female,25 - 29,Census - de facto - complete tabulation,1973,186991.0,135.0
Hungary,1970,Urban,Female,30 - 34,Census - de facto - complete tabulation,1973,164027.0,149.0
Hungary,1970,Urban,Female,35 - 39,Census - de facto - complete tabulation,1973,169468.0,222.0
Hungary,1970,Urban,Female,40 - 44,Census - de facto - complete tabulation,1973,178685.0,430.0
Hungary,1970,Urban,Female,45 - 49,Census - de facto - complete tabulation,1973,180496.0,634.0
Hungary,1970,Urban,Female,5 - 9,Census - de facto - complete tabulation,1973,119913.0,34.0
Hungary,1970,Urban,Female,50 - 54,Census - de facto - complete tabulation,1973,112751.0,625.0
Hungary,1970,Urban,Female,55 - 59,Census - de facto - complete tabulation,1973,167317.0,1435.0
Hungary,1970,Urban,Female,60 - 64,Census - de facto - complete tabulation,1973,143229.0,2137.0
Hungary,1970,Urban,Female,65 - 69,Census - de facto - complete tabulation,1973,120181.0,2891.0
Hungary,1970,Urban,Female,70 - 74,Census - de facto - complete tabulation,1973,97325.0,4229.0
Hungary,1970,Urban,Female,75 - 79,Census - de facto - complete tabulation,1973,61249.0,4693.0
Hungary,1970,Urban,Female,80 +,Census - de facto - complete tabulation,1973,47585.0,7417.0
Hungary,1970,Urban,Male,0,Census - de facto - complete tabulation,1973,34647.0,1378.0
Hungary,1970,Urban,Male,1 - 4,Census - de facto - complete tabulation,1973,118338.0,113.0
Hungary,1970,Urban,Male,10 - 14,Census - de facto - complete tabulation,1973,161706.0,73.0
Hungary,1970,Urban,Male,15 - 19,Census - de facto - complete tabulation,1973,208179.0,205.0
Hungary,1970,Urban,Male,20 - 24,Census - de facto - complete tabulation,1973,188267.0,211.0
Hungary,1970,Urban,Male,25 - 29,Census - de facto - complete tabulation,1973,181217.0,250.0
Hungary,1970,Urban,Male,30 - 34,Census - de facto - complete tabulation,1973,150762.0,243.0
Hungary,1970,Urban,Male,35 - 39,Census - de facto - complete tabulation,1973,161264.0,379.0
Hungary,1970,Urban,Male,40 - 44,Census - de facto - complete tabulation,1973,165771.0,687.0
Hungary,1970,Urban,Male,45 - 49,Census - de facto - complete tabulation,1973,157024.0,913.0
Hungary,1970,Urban,Male,5 - 9,Census - de facto - complete tabulation,1973,126775.0,52.0
Hungary,1970,Urban,Male,50 - 54,Census - de facto - complete tabulation,1973,98748.0,951.0
Hungary,1970,Urban,Male,55 - 59,Census - de facto - complete tabulation,1973,144359.0,2114.0
Hungary,1970,Urban,Male,60 - 64,Census - de facto - complete tabulation,1973,115178.0,3134.0
Hungary,1970,Urban,Male,65 - 69,Census - de facto - complete tabulation,1973,89795.0,4116.0
Hungary,1970,Urban,Male,70 - 74,Census - de facto - complete tabulation,1973,60849.0,4205.0
Hungary,1970,Urban,Male,75 - 79,Census - de facto - complete tabulation,1973,32049.0,3258.0
Hungary,1970,Urban,Male,80 +,Census - de facto - complete tabulation,1973,22730.0,4379.0
Hungary,1975,Rural,Female,0,Estimate - de jure,1976,45358.0,1371.0
Hungary,1975,Rural,Female,1 - 4,Estimate - de jure,1976,154657.0,118.0
Hungary,1975,Rural,Female,10 - 14,Estimate - de jure,1976,178374.0,47.0
Hungary,1975,Rural,Female,15 - 19,Estimate - de jure,1976,190670.0,105.0
Hungary,1975,Rural,Female,20 - 24,Estimate - de jure,1976,185637.0,120.0
Hungary,1975,Rural,Female,25 - 29,Estimate - de jure,1976,171604.0,116.0
Hungary,1975,Rural,Female,30 - 34,Estimate - de jure,1976,166471.0,160.0
Hungary,1975,Rural,Female,35 - 39,Estimate - de jure,1976,170913.0,238.0
Hungary,1975,Rural,Female,40 - 44,Estimate - de jure,1976,181408.0,412.0
Hungary,1975,Rural,Female,45 - 49,Estimate - de jure,1976,189306.0,737.0
Hungary,1975,Rural,Female,5 - 9,Estimate - de jure,1976,186334.0,54.0
Hungary,1975,Rural,Female,50 - 54,Estimate - de jure,1976,194028.0,1061.0
Hungary,1975,Rural,Female,55 - 59,Estimate - de jure,1976,115874.0,965.0
Hungary,1975,Rural,Female,60 - 64,Estimate - de jure,1976,167179.0,2257.0
Hungary,1975,Rural,Female,65 - 69,Estimate - de jure,1976,149738.0,3492.0
Hungary,1975,Rural,Female,70 - 74,Estimate - de jure,1976,115382.0,4930.0
Hungary,1975,Rural,Female,75 - 79,Estimate - de jure,1976,78605.0,6166.0
Hungary,1975,Rural,Female,80 +,Estimate - de jure,1976,57480.0,9726.0
Hungary,1975,Rural,Male,0,Estimate - de jure,1976,47693.0,1792.0
Hungary,1975,Rural,Male,1 - 4,Estimate - de jure,1976,162639.0,160.0
Hungary,1975,Rural,Male,10 - 14,Estimate - de jure,1976,187084.0,94.0
Hungary,1975,Rural,Male,15 - 19,Estimate - de jure,1976,193086.0,242.0
Hungary,1975,Rural,Male,20 - 24,Estimate - de jure,1976,197895.0,382.0
Hungary,1975,Rural,Male,25 - 29,Estimate - de jure,1976,186538.0,322.0
Hungary,1975,Rural,Male,30 - 34,Estimate - de jure,1976,167244.0,453.0
Hungary,1975,Rural,Male,35 - 39,Estimate - de jure,1976,159456.0,516.0
Hungary,1975,Rural,Male,40 - 44,Estimate - de jure,1976,170064.0,867.0
Hungary,1975,Rural,Male,45 - 49,Estimate - de jure,1976,174348.0,1379.0
Hungary,1975,Rural,Male,5 - 9,Estimate - de jure,1976,197672.0,92.0
Hungary,1975,Rural,Male,50 - 54,Estimate - de jure,1976,172668.0,1918.0
Hungary,1975,Rural,Male,55 - 59,Estimate - de jure,1976,97371.0,1437.0
Hungary,1975,Rural,Male,60 - 64,Estimate - de jure,1976,139689.0,3691.0
Hungary,1975,Rural,Male,65 - 69,Estimate - de jure,1976,124496.0,5066.0
Hungary,1975,Rural,Male,70 - 74,Estimate - de jure,1976,91910.0,6052.0
Hungary,1975,Rural,Male,75 - 79,Estimate - de jure,1976,55449.0,5772.0
Hungary,1975,Rural,Male,80 +,Estimate - de jure,1976,34195.0,6627.0
Hungary,1975,Urban,Female,0,Estimate - de jure,1976,44435.0,1375.0
Hungary,1975,Urban,Female,1 - 4,Estimate - de jure,1976,140097.0,72.0
Hungary,1975,Urban,Female,10 - 14,Estimate - de jure,1976,133773.0,31.0
Hungary,1975,Urban,Female,15 - 19,Estimate - de jure,1976,196032.0,68.0
Hungary,1975,Urban,Female,20 - 24,Estimate - de jure,1976,265001.0,119.0
Hungary,1975,Urban,Female,25 - 29,Estimate - de jure,1976,219054.0,148.0
Hungary,1975,Urban,Female,30 - 34,Estimate - de jure,1976,199012.0,175.0
Hungary,1975,Urban,Female,35 - 39,Estimate - de jure,1976,174270.0,241.0
Hungary,1975,Urban,Female,40 - 44,Estimate - de jure,1976,174396.0,435.0
Hungary,1975,Urban,Female,45 - 49,Estimate - de jure,1976,182244.0,725.0
Hungary,1975,Urban,Female,5 - 9,Estimate - de jure,1976,157645.0,38.0
Hungary,1975,Urban,Female,50 - 54,Estimate - de jure,1976,182879.0,1177.0
Hungary,1975,Urban,Female,55 - 59,Estimate - de jure,1976,117802.0,1045.0
Hungary,1975,Urban,Female,60 - 64,Estimate - de jure,1976,159221.0,2306.0
Hungary,1975,Urban,Female,65 - 69,Estimate - de jure,1976,138848.0,3383.0
Hungary,1975,Urban,Female,70 - 74,Estimate - de jure,1976,106831.0,4507.0
Hungary,1975,Urban,Female,75 - 79,Estimate - de jure,1976,76958.0,5667.0
Hungary,1975,Urban,Female,80 +,Estimate - de jure,1976,59941.0,9216.0
Hungary,1975,Urban,Male,0,Estimate - de jure,1976,46843.0,1834.0
Hungary,1975,Urban,Male,1 - 4,Estimate - de jure,1976,149008.0,99.0
Hungary,1975,Urban,Male,10 - 14,Estimate - de jure,1976,142902.0,53.0
Hungary,1975,Urban,Male,15 - 19,Estimate - de jure,1976,214154.0,179.0
Hungary,1975,Urban,Male,20 - 24,Estimate - de jure,1976,273810.0,300.0
Hungary,1975,Urban,Male,25 - 29,Estimate - de jure,1976,215296.0,253.0
Hungary,1975,Urban,Male,30 - 34,Estimate - de jure,1976,200038.0,366.0
Hungary,1975,Urban,Male,35 - 39,Estimate - de jure,1976,165494.0,432.0
Hungary,1975,Urban,Male,40 - 44,Estimate - de jure,1976,168425.0,745.0
Hungary,1975,Urban,Male,45 - 49,Estimate - de jure,1976,173255.0,1216.0
Hungary,1975,Urban,Male,5 - 9,Estimate - de jure,1976,168162.0,61.0
Hungary,1975,Urban,Male,50 - 54,Estimate - de jure,1976,161603.0,1720.0
Hungary,1975,Urban,Male,55 - 59,Estimate - de jure,1976,101804.0,1627.0
Hungary,1975,Urban,Male,60 - 64,Estimate - de jure,1976,130813.0,3512.0
Hungary,1975,Urban,Male,65 - 69,Estimate - de jure,1976,103076.0,4379.0
Hungary,1975,Urban,Male,70 - 74,Estimate - de jure,1976,70800.0,4947.0
Hungary,1975,Urban,Male,75 - 79,Estimate - de jure,1976,42190.0,4558.0
Hungary,1975,Urban,Male,80 +,Estimate - de jure,1976,25898.0,4970.0
Hungary,1976,Rural,Female,0,Estimate - de jure,1977,44405.0,1100.0
Hungary,1976,Rural,Female,1 - 4,Estimate - de jure,1977,159584.0,113.0
Hungary,1976,Rural,Female,10 - 14,Estimate - de jure,1977,173041.0,52.0
Hungary,1976,Rural,Female,15 - 19,Estimate - de jure,1977,179786.0,87.0
Hungary,1976,Rural,Female,20 - 24,Estimate - de jure,1977,185481.0,111.0
Hungary,1976,Rural,Female,25 - 29,Estimate - de jure,1977,177801.0,135.0
Hungary,1976,Rural,Female,30 - 34,Estimate - de jure,1977,160470.0,158.0
Hungary,1976,Rural,Female,35 - 39,Estimate - de jure,1977,169357.0,263.0
Hungary,1976,Rural,Female,40 - 44,Estimate - de jure,1977,177278.0,428.0
Hungary,1976,Rural,Female,45 - 49,Estimate - de jure,1977,186775.0,714.0
Hungary,1976,Rural,Female,5 - 9,Estimate - de jure,1977,187058.0,58.0
Hungary,1976,Rural,Female,50 - 54,Estimate - de jure,1977,192428.0,1097.0
Hungary,1976,Rural,Female,55 - 59,Estimate - de jure,1977,132915.0,1137.0
Hungary,1976,Rural,Female,60 - 64,Estimate - de jure,1977,152205.0,2205.0
Hungary,1976,Rural,Female,65 - 69,Estimate - de jure,1977,152341.0,3479.0
Hungary,1976,Rural,Female,70 - 74,Estimate - de jure,1977,115356.0,4939.0
Hungary,1976,Rural,Female,75 - 79,Estimate - de jure,1977,80450.0,6070.0
Hungary,1976,Rural,Female,80 +,Estimate - de jure,1977,59281.0,9790.0
Hungary,1976,Rural,Male,0,Estimate - de jure,1977,46588.0,1532.0
Hungary,1976,Rural,Male,1 - 4,Estimate - de jure,1977,168289.0,161.0
Hungary,1976,Rural,Male,10 - 14,Estimate - de jure,1977,182284.0,63.0
Hungary,1976,Rural,Male,15 - 19,Estimate - de jure,1977,183338.0,217.0
Hungary,1976,Rural,Male,20 - 24,Estimate - de jure,1977,196504.0,339.0
Hungary,1976,Rural,Male,25 - 29,Estimate - de jure,1977,194986.0,323.0
Hungary,1976,Rural,Male,30 - 34,Estimate - de jure,1977,162840.0,408.0
Hungary,1976,Rural,Male,35 - 39,Estimate - de jure,1977,159374.0,581.0
Hungary,1976,Rural,Male,40 - 44,Estimate - de jure,1977,165910.0,846.0
Hungary,1976,Rural,Male,45 - 49,Estimate - de jure,1977,171641.0,1373.0
Hungary,1976,Rural,Male,5 - 9,Estimate - de jure,1977,197774.0,68.0
Hungary,1976,Rural,Male,50 - 54,Estimate - de jure,1977,173579.0,1908.0
Hungary,1976,Rural,Male,55 - 59,Estimate - de jure,1977,111505.0,1747.0
Hungary,1976,Rural,Male,60 - 64,Estimate - de jure,1977,125542.0,3284.0
Hungary,1976,Rural,Male,65 - 69,Estimate - de jure,1977,125878.0,5144.0
Hungary,1976,Rural,Male,70 - 74,Estimate - de jure,1977,90798.0,6035.0
Hungary,1976,Rural,Male,75 - 79,Estimate - de jure,1977,57336.0,5926.0
Hungary,1976,Rural,Male,80 +,Estimate - de jure,1977,34778.0,6650.0
Hungary,1976,Urban,Female,0,Estimate - de jure,1977,45431.0,1286.0
Hungary,1976,Urban,Female,1 - 4,Estimate - de jure,1977,153793.0,91.0
Hungary,1976,Urban,Female,10 - 14,Estimate - de jure,1977,135655.0,29.0
Hungary,1976,Urban,Female,15 - 19,Estimate - de jure,1977,182005.0,77.0
Hungary,1976,Urban,Female,20 - 24,Estimate - de jure,1977,270703.0,119.0
Hungary,1976,Urban,Female,25 - 29,Estimate - de jure,1977,228690.0,151.0
Hungary,1976,Urban,Female,30 - 34,Estimate - de jure,1977,202568.0,196.0
Hungary,1976,Urban,Female,35 - 39,Estimate - de jure,1977,178083.0,253.0
Hungary,1976,Urban,Female,40 - 44,Estimate - de jure,1977,172765.0,451.0
Hungary,1976,Urban,Female,45 - 49,Estimate - de jure,1977,180202.0,761.0
Hungary,1976,Urban,Female,5 - 9,Estimate - de jure,1977,164735.0,39.0
Hungary,1976,Urban,Female,50 - 54,Estimate - de jure,1977,183317.0,1185.0
Hungary,1976,Urban,Female,55 - 59,Estimate - de jure,1977,131870.0,1243.0
Hungary,1976,Urban,Female,60 - 64,Estimate - de jure,1977,147888.0,2217.0
Hungary,1976,Urban,Female,65 - 69,Estimate - de jure,1977,143140.0,3563.0
Hungary,1976,Urban,Female,70 - 74,Estimate - de jure,1977,108209.0,4670.0
Hungary,1976,Urban,Female,75 - 79,Estimate - de jure,1977,78628.0,5786.0
Hungary,1976,Urban,Female,80 +,Estimate - de jure,1977,62603.0,9719.0
Hungary,1976,Urban,Male,0,Estimate - de jure,1977,47922.0,1605.0
Hungary,1976,Urban,Male,1 - 4,Estimate - de jure,1977,162680.0,103.0
Hungary,1976,Urban,Male,10 - 14,Estimate - de jure,1977,144450.0,54.0
Hungary,1976,Urban,Male,15 - 19,Estimate - de jure,1977,197646.0,165.0
Hungary,1976,Urban,Male,20 - 24,Estimate - de jure,1977,282566.0,272.0
Hungary,1976,Urban,Male,25 - 29,Estimate - de jure,1977,223338.0,286.0
Hungary,1976,Urban,Male,30 - 34,Estimate - de jure,1977,203834.0,348.0
Hungary,1976,Urban,Male,35 - 39,Estimate - de jure,1977,171433.0,478.0
Hungary,1976,Urban,Male,40 - 44,Estimate - de jure,1977,164704.0,658.0
Hungary,1976,Urban,Male,45 - 49,Estimate - de jure,1977,173634.0,1195.0
Hungary,1976,Urban,Male,5 - 9,Estimate - de jure,1977,175856.0,54.0
Hungary,1976,Urban,Male,50 - 54,Estimate - de jure,1977,162356.0,1791.0
Hungary,1976,Urban,Male,55 - 59,Estimate - de jure,1977,113266.0,1816.0
Hungary,1976,Urban,Male,60 - 64,Estimate - de jure,1977,121084.0,3261.0
Hungary,1976,Urban,Male,65 - 69,Estimate - de jure,1977,106664.0,4623.0
Hungary,1976,Urban,Male,70 - 74,Estimate - de jure,1977,71465.0,5096.0
Hungary,1976,Urban,Male,75 - 79,Estimate - de jure,1977,43947.0,4751.0
Hungary,1976,Urban,Male,80 +,Estimate - de jure,1977,26591.0,5136.0
Hungary,1977,Rural,Female,0,Estimate - de jure,1978,41741.0,977.0
Hungary,1977,Rural,Female,1 - 4,Estimate - de jure,1978,161336.0,128.0
Hungary,1977,Rural,Female,10 - 14,Estimate - de jure,1978,169041.0,37.0
Hungary,1977,Rural,Female,15 - 19,Estimate - de jure,1978,166212.0,66.0
Hungary,1977,Rural,Female,20 - 24,Estimate - de jure,1978,182867.0,103.0
Hungary,1977,Rural,Female,25 - 29,Estimate - de jure,1978,176137.0,113.0
Hungary,1977,Rural,Female,30 - 34,Estimate - de jure,1978,154212.0,153.0
Hungary,1977,Rural,Female,35 - 39,Estimate - de jure,1978,164926.0,233.0
Hungary,1977,Rural,Female,40 - 44,Estimate - de jure,1978,171125.0,372.0
Hungary,1977,Rural,Female,45 - 49,Estimate - de jure,1978,182463.0,702.0
Hungary,1977,Rural,Female,5 - 9,Estimate - de jure,1978,183542.0,53.0
Hungary,1977,Rural,Female,50 - 54,Estimate - de jure,1978,186171.0,1037.0
Hungary,1977,Rural,Female,55 - 59,Estimate - de jure,1978,151858.0,1301.0
Hungary,1977,Rural,Female,60 - 64,Estimate - de jure,1978,131417.0,1798.0
Hungary,1977,Rural,Female,65 - 69,Estimate - de jure,1978,152150.0,3560.0
Hungary,1977,Rural,Female,70 - 74,Estimate - de jure,1978,115242.0,4875.0
Hungary,1977,Rural,Female,75 - 79,Estimate - de jure,1978,80868.0,5986.0
Hungary,1977,Rural,Female,80 +,Estimate - de jure,1978,60613.0,9449.0
Hungary,1977,Rural,Male,0,Estimate - de jure,1978,43644.0,1269.0
Hungary,1977,Rural,Male,1 - 4,Estimate - de jure,1978,169948.0,131.0
Hungary,1977,Rural,Male,10 - 14,Estimate - de jure,1978,178276.0,75.0
Hungary,1977,Rural,Male,15 - 19,Estimate - de jure,1978,169746.0,217.0
Hungary,1977,Rural,Male,20 - 24,Estimate - de jure,1978,195192.0,352.0
Hungary,1977,Rural,Male,25 - 29,Estimate - de jure,1978,194807.0,367.0
Hungary,1977,Rural,Male,30 - 34,Estimate - de jure,1978,159056.0,398.0
Hungary,1977,Rural,Male,35 - 39,Estimate - de jure,1978,156837.0,595.0
Hungary,1977,Rural,Male,40 - 44,Estimate - de jure,1978,159129.0,838.0
Hungary,1977,Rural,Male,45 - 49,Estimate - de jure,1978,167313.0,1403.0
Hungary,1977,Rural,Male,5 - 9,Estimate - de jure,1978,193561.0,75.0
Hungary,1977,Rural,Male,50 - 54,Estimate - de jure,1978,169562.0,2040.0
Hungary,1977,Rural,Male,55 - 59,Estimate - de jure,1978,127271.0,2055.0
Hungary,1977,Rural,Male,60 - 64,Estimate - de jure,1978,107530.0,2831.0
Hungary,1977,Rural,Male,65 - 69,Estimate - de jure,1978,124956.0,5273.0
Hungary,1977,Rural,Male,70 - 74,Estimate - de jure,1978,89234.0,6104.0
Hungary,1977,Rural,Male,75 - 79,Estimate - de jure,1978,58090.0,6182.0
Hungary,1977,Rural,Male,80 +,Estimate - de jure,1978,35153.0,6579.0
Hungary,1977,Urban,Female,0,Estimate - de jure,1978,44524.0,1021.0
Hungary,1977,Urban,Female,1 - 4,Estimate - de jure,1978,170435.0,69.0
Hungary,1977,Urban,Female,10 - 14,Estimate - de jure,1978,143826.0,34.0
Hungary,1977,Urban,Female,15 - 19,Estimate - de jure,1978,176167.0,77.0
Hungary,1977,Urban,Female,20 - 24,Estimate - de jure,1978,270802.0,119.0
Hungary,1977,Urban,Female,25 - 29,Estimate - de jure,1978,239988.0,124.0
Hungary,1977,Urban,Female,30 - 34,Estimate - de jure,1978,210338.0,229.0
Hungary,1977,Urban,Female,35 - 39,Estimate - de jure,1978,186118.0,303.0
Hungary,1977,Urban,Female,40 - 44,Estimate - de jure,1978,174638.0,466.0
Hungary,1977,Urban,Female,45 - 49,Estimate - de jure,1978,181139.0,696.0
Hungary,1977,Urban,Female,5 - 9,Estimate - de jure,1978,172706.0,50.0
Hungary,1977,Urban,Female,50 - 54,Estimate - de jure,1978,184297.0,1143.0
Hungary,1977,Urban,Female,55 - 59,Estimate - de jure,1978,151392.0,1390.0
Hungary,1977,Urban,Female,60 - 64,Estimate - de jure,1978,135051.0,2036.0
Hungary,1977,Urban,Female,65 - 69,Estimate - de jure,1978,148569.0,3730.0
Hungary,1977,Urban,Female,70 - 74,Estimate - de jure,1978,112024.0,4609.0
Hungary,1977,Urban,Female,75 - 79,Estimate - de jure,1978,81033.0,5943.0
Hungary,1977,Urban,Female,80 +,Estimate - de jure,1978,66157.0,10010.0
Hungary,1977,Urban,Male,0,Estimate - de jure,1978,46897.0,1380.0
Hungary,1977,Urban,Male,1 - 4,Estimate - de jure,1978,179802.0,105.0
Hungary,1977,Urban,Male,10 - 14,Estimate - de jure,1978,153333.0,66.0
Hungary,1977,Urban,Male,15 - 19,Estimate - de jure,1978,190826.0,157.0
Hungary,1977,Urban,Male,20 - 24,Estimate - de jure,1978,282534.0,297.0
Hungary,1977,Urban,Male,25 - 29,Estimate - de jure,1978,233281.0,290.0
Hungary,1977,Urban,Male,30 - 34,Estimate - de jure,1978,211400.0,346.0
Hungary,1977,Urban,Male,35 - 39,Estimate - de jure,1978,182193.0,462.0
Hungary,1977,Urban,Male,40 - 44,Estimate - de jure,1978,164843.0,726.0
Hungary,1977,Urban,Male,45 - 49,Estimate - de jure,1978,175489.0,1270.0
Hungary,1977,Urban,Male,5 - 9,Estimate - de jure,1978,184370.0,76.0
Hungary,1977,Urban,Male,50 - 54,Estimate - de jure,1978,164432.0,1826.0
Hungary,1977,Urban,Male,55 - 59,Estimate - de jure,1978,129111.0,2133.0
Hungary,1977,Urban,Male,60 - 64,Estimate - de jure,1978,109954.0,2967.0
Hungary,1977,Urban,Male,65 - 69,Estimate - de jure,1978,111371.0,4671.0
Hungary,1977,Urban,Male,70 - 74,Estimate - de jure,1978,73846.0,5054.0
Hungary,1977,Urban,Male,75 - 79,Estimate - de jure,1978,45977.0,4950.0
Hungary,1977,Urban,Male,80 +,Estimate - de jure,1978,27942.0,5256.0
Hungary,1978,Rural,Female,0,Estimate - de jure,1979,38377.0,844.0
Hungary,1978,Rural,Female,1 - 4,Estimate - de jure,1979,158270.0,111.0
Hungary,1978,Rural,Female,10 - 14,Estimate - de jure,1979,165496.0,41.0
Hungary,1978,Rural,Female,15 - 19,Estimate - de jure,1979,153969.0,81.0
Hungary,1978,Rural,Female,20 - 24,Estimate - de jure,1979,174768.0,99.0
Hungary,1978,Rural,Female,25 - 29,Estimate - de jure,1979,168790.0,142.0
Hungary,1978,Rural,Female,30 - 34,Estimate - de jure,1979,148955.0,146.0
Hungary,1978,Rural,Female,35 - 39,Estimate - de jure,1979,157853.0,270.0
Hungary,1978,Rural,Female,40 - 44,Estimate - de jure,1979,163381.0,446.0
Hungary,1978,Rural,Female,45 - 49,Estimate - de jure,1979,176046.0,690.0
Hungary,1978,Rural,Female,5 - 9,Estimate - de jure,1979,175625.0,54.0
Hungary,1978,Rural,Female,50 - 54,Estimate - de jure,1979,178208.0,1089.0
Hungary,1978,Rural,Female,55 - 59,Estimate - de jure,1979,168087.0,1505.0
Hungary,1978,Rural,Female,60 - 64,Estimate - de jure,1979,109503.0,1694.0
Hungary,1978,Rural,Female,65 - 69,Estimate - de jure,1979,149616.0,3710.0
Hungary,1978,Rural,Female,70 - 74,Estimate - de jure,1979,114226.0,5030.0
Hungary,1978,Rural,Female,75 - 79,Estimate - de jure,1979,80265.0,6486.0
Hungary,1978,Rural,Female,80 +,Estimate - de jure,1979,60983.0,10661.0
Hungary,1978,Rural,Male,0,Estimate - de jure,1979,40249.0,1183.0
Hungary,1978,Rural,Male,1 - 4,Estimate - de jure,1979,166456.0,128.0
Hungary,1978,Rural,Male,10 - 14,Estimate - de jure,1979,174414.0,86.0
Hungary,1978,Rural,Male,15 - 19,Estimate - de jure,1979,159199.0,194.0
Hungary,1978,Rural,Male,20 - 24,Estimate - de jure,1979,187351.0,334.0
Hungary,1978,Rural,Male,25 - 29,Estimate - de jure,1979,187730.0,340.0
Hungary,1978,Rural,Male,30 - 34,Estimate - de jure,1979,156286.0,462.0
Hungary,1978,Rural,Male,35 - 39,Estimate - de jure,1979,151836.0,674.0
Hungary,1978,Rural,Male,40 - 44,Estimate - de jure,1979,150528.0,926.0
Hungary,1978,Rural,Male,45 - 49,Estimate - de jure,1979,161239.0,1532.0
Hungary,1978,Rural,Male,5 - 9,Estimate - de jure,1979,185291.0,89.0
Hungary,1978,Rural,Male,50 - 54,Estimate - de jure,1979,162433.0,2254.0
Hungary,1978,Rural,Male,55 - 59,Estimate - de jure,1979,141362.0,2606.0
Hungary,1978,Rural,Male,60 - 64,Estimate - de jure,1979,89523.0,2700.0
Hungary,1978,Rural,Male,65 - 69,Estimate - de jure,1979,121359.0,5480.0
Hungary,1978,Rural,Male,70 - 74,Estimate - de jure,1979,87297.0,6379.0
